bbl,longitude,latitude,ntaname,ntacode,county_fips
1014070051,-73.961518,40.7707881,Upper East Side-Carnegie Hill,MN40,061
3018540061,-73.9450142,40.6803581,Bedford,BK75,047
3004760019,-73.9980424,40.6752495,Carroll Gardens-Columbia Street-Red Hook,BK33,047
1015070001,-73.9558533,40.787249,Upper East Side-Carnegie Hill,MN40,061
1008600024,-73.9841353,40.7452124,Midtown-Midtown South,MN17,061
1021080068,-73.9411554,40.8326511,Washington Heights South,MN36,061
4020910001,-73.8594482,40.7296171,Rego Park,QN18,081
2024260056,-73.9106683,40.8317614,East Concourse-Concourse Village,BX14,005
4035380067,-73.8957031,40.7011815,Ridgewood,QN20,081
1015800014,-73.9471901,40.7736534,Yorkville,MN32,061
1019620019,-73.9584874,40.8080138,Morningside Heights,MN09,061
1004240010,-73.9937842,40.71986,Chinatown,MN27,061
1022300001,-73.9178431,40.8684003,Marble Hill-Inwood,MN01,061
3084000040,-73.918289,40.6143164,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK45,047
1015120044,-73.9559175,40.7776671,Upper East Side-Carnegie Hill,MN40,061
1013610021,-73.9647731,40.7527863,Turtle Bay-East Midtown,MN19,061
3065620006,-73.976283,40.6114335,Bensonhurst East,BK29,047
1008900057,-73.9786529,40.7465756,Murray Hill-Kips Bay,MN20,061
1013930033,-73.9613384,40.7753443,Upper East Side-Carnegie Hill,MN40,061
3019800045,-73.9631835,40.6838018,Clinton Hill,BK69,047
3033210020,-73.9223631,40.6914174,Bushwick South,BK78,047
1012440019,-73.9811142,40.7849668,Upper West Side,MN12,061
1016760032,-73.941306,40.7890128,East Harlem South,MN33,061
2046700050,-73.8608554,40.8764398,Williamsbridge-Olinville,BX44,005
3002680046,-73.99177829999998,40.6915668,Brooklyn Heights-Cobble Hill,BK09,047
1019420015,-73.9446052,40.8168076,Central Harlem North-Polo Grounds,MN03,061
3051270005,-73.9551493,40.6476749,Erasmus,BK95,047
2042220084,-73.8411859,40.8560597,Pelham Parkway,BX49,005
1004170066,-73.9886071,40.7218166,Chinatown,MN27,061
2031450029,-73.8978497,40.8561018,Fordham South,BX40,005
3037700070,-73.8963236,40.6685988,East New York (Pennsylvania Ave),BK85,047
1020700026,-73.9513867,40.8212982,Hamilton Heights,MN04,061
1017350056,-73.938212,40.8152508,Central Harlem North-Polo Grounds,MN03,061
3054620032,-73.9777911,40.6251825,Borough Park,BK88,047
2028670118,-73.9128347,40.8496751,University Heights-Morris Heights,BX36,005
1017510047,-73.9392207,40.8065807,Central Harlem North-Polo Grounds,MN03,061
1010460117,-73.9850508,40.7661824,Clinton,MN15,061
1021190068,-73.9427608,40.8358577,Washington Heights South,MN36,061
1015670128,-73.9467504,40.7772241,Yorkville,MN32,061
1014980033,-73.9574573,40.7805963,Upper East Side-Carnegie Hill,MN40,061
1002920026,-73.9939759,40.7147904,Chinatown,MN27,061
3012490037,-73.945277,40.6721047,Crown Heights North,BK61,047
3009870011,-73.9863661,40.6723063,Park Slope-Gowanus,BK37,047
1003870015,-73.9815826,40.7234269,Lower East Side,MN28,061
3012130058,-73.9480676,40.6762533,Crown Heights North,BK61,047
1003500029,-73.984538,40.720581,Chinatown,MN27,061
1019050036,-73.9478442,40.8051687,Central Harlem South,MN11,061
3054280094,-73.9706596,40.6306787,Flatbush,BK42,047
2032360175,-73.9088585,40.8656489,Kingsbridge Heights,BX30,005
1020820120,-73.9461886,40.8290223,Hamilton Heights,MN04,061
1001460015,-74.0081093,40.7161737,SoHo-TriBeCa-Civic Center-Little Italy,MN24,061
3010530070,-73.9885846,40.6634299,Park Slope-Gowanus,BK37,047
1007160055,-74.004825,40.7445189,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,061
3018500020,-73.946928,40.6811577,Bedford,BK75,047
1010780046,-73.9931519,40.7650084,Clinton,MN15,061
1018740061,-73.9697942,40.7994428,Upper West Side,MN12,061
1015220044,-73.9513994,40.7841127,Upper East Side-Carnegie Hill,MN40,061
3087710135,-73.9516065,40.5837225,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17,047
1018930006,-73.9684523,40.8035403,Morningside Heights,MN09,061
1005610014,-73.9925419,40.7319533,West Village,MN23,061
2024270016,-73.9096142,40.8336435,East Concourse-Concourse Village,BX14,005
1010580055,-73.9914771,40.7634849,Clinton,MN15,061
4028740002,-73.8731749,40.7306294,Rego Park,QN18,081
3002380020,-73.9924089,40.6958926,Brooklyn Heights-Cobble Hill,BK09,047
3034200043,-73.9123968,40.68538,Bushwick South,BK78,047
4161860058,-73.8344609,40.5791587,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,QN10,081
4020030084,-73.8558473,40.746298,Corona,QN25,081
1006190042,-74.0053511,40.7334191,West Village,MN23,061
2056280008,-73.789047,40.8449232,Pelham Bay-Country Club-City Island,BX10,005
1014100024,-73.9601415,40.7723521,Upper East Side-Carnegie Hill,MN40,061
3022000011,-73.9582162,40.7048881,Williamsburg,BK72,047
1013130001,-73.9697858,40.7622873,Turtle Bay-East Midtown,MN19,061
1020090029,-73.938824,40.8176308,Central Harlem North-Polo Grounds,MN03,061
4021860038,-73.8445304,40.7320462,Forest Hills,QN17,081
3050740040,-73.9673725,40.6482829,Flatbush,BK42,047
1019930053,-73.9609985,40.8132406,Morningside Heights,MN09,061
2032480049,-73.9012325,40.8687853,Van Cortlandt Village,BX28,005
3014260040,-73.9376029,40.6634657,Crown Heights South,BK63,047
4099150028,-73.7830923,40.7125112,Jamaica,QN61,081
1012180001,-73.9737788,40.7884621,Upper West Side,MN12,061
1019900010,-73.9646276,40.8093141,Morningside Heights,MN09,061
1012470001,-73.9804015,40.7893143,Upper West Side,MN12,061
1019250038,-73.9514052,40.8058537,Central Harlem South,MN11,061
2031430251,-73.8964345,40.8572204,Fordham South,BX40,005
1021170059,-73.9432715,40.8344472,Washington Heights South,MN36,061
1005510016,-73.9982933,40.7323488,West Village,MN23,061
1015820030,-73.9452467,40.7748409,Yorkville,MN32,061
4005360021,-73.9299429,40.7702983,Old Astoria,QN71,081
2027970038,-73.9068177,40.8461654,Mount Hope,BX41,005
3003190007,-74.0018894,40.6860694,Carroll Gardens-Columbia Street-Red Hook,BK33,047
1013910031,-73.9623537,40.7741122,Upper East Side-Carnegie Hill,MN40,061
4079120002,-73.7457016,40.7349638,Oakland Gardens,QN42,081
1015110001,-73.9585532,40.7776736,Upper East Side-Carnegie Hill,MN40,061
4012780066,-73.8879849,40.7507061,Jackson Heights,QN28,081
3036220001,-73.9104063,40.6560451,Brownsville,BK81,047
3042330019,-73.8715571,40.6752025,East New York,BK82,047
4080920028,-73.745609,40.7658284,Douglas Manor-Douglaston-Little Neck,QN45,081
2029270036,-73.9014657,40.8358353,Claremont-Bathgate,BX01,005
1013320029,-73.9649098,40.7604799,Turtle Bay-East Midtown,MN19,061
1009050003,-73.9821844,40.7396018,Murray Hill-Kips Bay,MN20,061
1003730046,-73.9787982,40.721151,Lower East Side,MN28,061
1004090003,-73.9897729,40.7185066,Chinatown,MN27,061
3020200043,-73.9560938,40.6800472,Clinton Hill,BK69,047
1019690066,-73.9532988,40.8149834,Manhattanville,MN06,061
3085150024,-73.92201,40.6140775,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK45,047
1015320015,-73.9524976,40.7785056,Yorkville,MN32,061
4005050014,-73.933802,40.7706273,Old Astoria,QN71,081
1010370013,-73.9895065,40.7606961,Clinton,MN15,061
2029940105,-73.8894479,40.8304173,Crotona Park East,BX75,005
1010640031,-73.9872277,40.7663226,Clinton,MN15,061
1001880001,-74.0091596,40.7202166,SoHo-TriBeCa-Civic Center-Little Italy,MN24,061
3011750069,-73.9579911,40.6728319,Crown Heights North,BK61,047
3038350026,-73.8976127,40.6624709,East New York (Pennsylvania Ave),BK85,047
1015000045,-73.9569363,40.78221,Upper East Side-Carnegie Hill,MN40,061
4076290002,-73.7577741,40.7421948,Oakland Gardens,QN42,081
2030070001,-73.8877546,40.8295621,Crotona Park East,BX75,005
4033370060,-73.8307992,40.7100852,Kew Gardens,QN60,081
1017540045,-73.9377271,40.8083942,Central Harlem North-Polo Grounds,MN03,061
2029620006,-73.898302,40.8321574,Morrisania-Melrose,BX35,005
3068260048,-73.9519912,40.6044679,Madison,BK44,047
3009180001,-74.0025082,40.6488776,Sunset Park East,BK34,047
3064440047,-74.0004213,40.5994549,Bath Beach,BK27,047
1002830045,-73.9921652,40.7135717,Lower East Side,MN28,061
1010570009,-73.9921847,40.7626423,Clinton,MN15,061
2041240035,-73.8582448,40.8475212,Van Nest-Morris Park-Westchester Square,BX37,005
4031490019,-73.8590715,40.7149376,Rego Park,QN18,081
3054910037,-73.9900246,40.6270973,Borough Park,BK88,047
1015140066,-73.9567358,40.7796711,Upper East Side-Carnegie Hill,MN40,061
4085350002,-73.7118398,40.7485255,Glen Oaks-Floral Park-New Hyde Park,QN44,081
1017170033,-73.9455888,40.8024119,Central Harlem South,MN11,061
1013690016,-73.9612403,40.7579069,Turtle Bay-East Midtown,MN19,061
1021110104,-73.936579,40.838064,Washington Heights South,MN36,061
1018830026,-73.9637744,40.8040248,Morningside Heights,MN09,061
1013610032,-73.9647189,40.7530169,Turtle Bay-East Midtown,MN19,061
3072240037,-73.9618569,40.5887713,Brighton Beach,BK19,047
1010750022,-73.9944625,40.7627825,Clinton,MN15,061
3025580066,-73.9559669,40.7302736,Greenpoint,BK76,047
1014980045,-73.9576918,40.7810218,Upper East Side-Carnegie Hill,MN40,061
1010360003,-73.9907591,40.7604464,Clinton,MN15,061
2030930002,-73.8892642,40.8452853,East Tremont,BX17,005
1004060057,-73.9804012,40.7289464,East Village,MN22,061
3019920018,-73.9604475,40.68267,Clinton Hill,BK69,047
2030580070,-73.8881417,40.8572566,Belmont,BX06,005
3012350027,-73.9458163,40.6738396,Crown Heights North,BK61,047
4114340100,-73.8471186,40.6670865,Lindenwood-Howard Beach,QN57,081
1005840059,-74.0054014,40.7315692,West Village,MN23,061
1018470004,-73.9582885,40.8026149,Central Harlem South,MN11,061
3073520015,-73.9517937,40.598701,Madison,BK44,047
4031560092,-73.856875,40.7248792,Forest Hills,QN17,081
1013410032,-73.9673427,40.7533113,Turtle Bay-East Midtown,MN19,061
1019880094,-73.9531041,40.8195753,Manhattanville,MN06,061
1011450008,-73.9802601,40.7791725,Lincoln Square,MN14,061
3067740040,-73.9613452,40.6081604,Homecrest,BK25,047
1020730049,-73.9505901,40.8237325,Hamilton Heights,MN04,061
4059580140,-73.7735713,40.782056,Ft. Totten-Bay Terrace-Clearview,QN47,081
1005500022,-73.9961934,40.7319068,West Village,MN23,061
3012120075,-73.9520908,40.6764417,Crown Heights North,BK61,047
1011280044,-73.9752701,40.779059,Upper West Side,MN12,061
1015630008,-73.9499223,40.7748074,Yorkville,MN32,061
4050030023,-73.822337,40.7656566,Murray Hill,QN51,081
1015620043,-73.9503306,40.7744755,Yorkville,MN32,061
3075760001,-73.9466772,40.6296106,Flatbush,BK42,047
1014980014,-73.9588218,40.7813571,Upper East Side-Carnegie Hill,MN40,061
4079450025,-73.7406607,40.7303276,Bellerose,QN43,081
1005840061,-74.0052138,40.7316323,West Village,MN23,061
4105350050,-73.7610407,40.7218903,Jamaica Estates-Holliswood,QN06,081
3042080007,-73.8769575,40.6752056,East New York,BK82,047
2031260028,-73.8826449,40.8419878,East Tremont,BX17,005
1018930003,-73.9685966,40.8038478,Morningside Heights,MN09,061
2028290001,-73.9078368,40.8515595,Mount Hope,BX41,005
1021540011,-73.9326753,40.8494249,Washington Heights North,MN35,061
1014940001,-73.9617696,40.7789702,Upper East Side-Carnegie Hill,MN40,061
4049580044,-73.8315951,40.7634335,Flushing,QN22,081
1012010063,-73.971143,40.7875091,Upper West Side,MN12,061
1012120047,-73.9755606,40.7842795,Upper West Side,MN12,061
4030830079,-73.8611428,40.7284307,Rego Park,QN18,081
4014720015,-73.881675,40.7492698,Jackson Heights,QN28,081
1013780025,-73.9689754,40.7660831,Upper East Side-Carnegie Hill,MN40,061
1013610039,-73.9652168,40.7532668,Turtle Bay-East Midtown,MN19,061
3019660063,-73.9616098,40.6866805,Clinton Hill,BK69,047
1015780042,-73.9481764,40.7727371,Yorkville,MN32,061
1009020051,-73.9831375,40.7377163,Gramercy,MN21,061
1003760019,-73.9778702,40.7234262,Lower East Side,MN28,061
1019230035,-73.9519987,40.8044486,Central Harlem South,MN11,061
1017510067,-73.9408203,40.807254,Central Harlem North-Polo Grounds,MN03,061
1007690046,-73.9978961,40.7423809,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,061
2031180039,-73.8844144,40.8449017,East Tremont,BX17,005
5030300053,-74.0758282,40.6070769,Stapleton-Rosebank,SI37,085
2055060001,-73.8077081,40.8110558,,,
3052790043,-73.9733888,40.6528902,Windsor Terrace,BK40,047
1015190008,-73.9543074,40.7825494,Upper East Side-Carnegie Hill,MN40,061
1013790001,-73.9702419,40.7675107,Upper East Side-Carnegie Hill,MN40,061
1007220030,-74.0012993,40.7475932,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,061
3002610018,-73.9966463,40.6930383,Brooklyn Heights-Cobble Hill,BK09,047
4030800043,-73.8634204,40.7297481,Rego Park,QN18,081
1013930052,-73.9619374,40.7759291,Upper East Side-Carnegie Hill,MN40,061
1015590010,-73.951318,40.7720742,Yorkville,MN32,061
1012000031,-73.9693851,40.7857849,Upper West Side,MN12,061
1018400057,-73.9627699,40.7980574,Upper West Side,MN12,061
2027460023,-73.8900826,40.8224418,Hunts Point,BX27,005
2053330106,-73.829942,40.8354364,Schuylerville-Throgs Neck-Edgewater Park,BX52,005
1015190001,-73.9547369,40.7827801,Upper East Side-Carnegie Hill,MN40,061
5001010525,-74.0999699,40.6344158,New Brighton-Silver Lake,SI35,085
2032770002,-73.8895702,40.8634116,Belmont,BX06,005
2030470014,-73.8946463,40.8518941,Claremont-Bathgate,BX01,005
3070710009,-73.9888663,40.573914,Seagate-Coney Island,BK21,047
1013260037,-73.9684273,40.7570445,Turtle Bay-East Midtown,MN19,061
3010890063,-73.9777234,40.6661347,Park Slope-Gowanus,BK37,047
1021790489,-73.9372731,40.857044,Washington Heights North,MN35,061
2026930048,-73.8977889,40.8274607,Longwood,BX33,005
3019820069,-73.9609737,40.6830709,Clinton Hill,BK69,047
3041930010,-73.8736942,40.6774528,East New York,BK82,047
2031720022,-73.900694,40.8589616,Fordham South,BX40,005
2031510043,-73.8980494,40.8578806,Fordham South,BX40,005
3048700033,-73.9460113,40.6511623,Erasmus,BK95,047
3009250024,-73.998083,40.6447357,Sunset Park East,BK34,047
3017510010,-73.9548008,40.6940423,Bedford,BK75,047
1010580031,-73.990008,40.7625873,Clinton,MN15,061
2031840071,-73.9008183,40.8604575,Fordham South,BX40,005
3004300040,-73.9895696,40.6803021,Carroll Gardens-Columbia Street-Red Hook,BK33,047
1003730014,-73.9794473,40.721733,Lower East Side,MN28,061
1015300034,-73.9532277,40.7773586,Yorkville,MN32,061
1011190036,-73.9788322,40.7730515,Lincoln Square,MN14,061
1005760066,-73.9964133,40.7356919,West Village,MN23,061
1013820069,-73.9687211,40.76947,Upper East Side-Carnegie Hill,MN40,061
1006170047,-74.0011944,40.7380414,West Village,MN23,061
2036810001,-73.8544947,40.8252734,Westchester-Unionport,BX59,005
3002540004,-73.9934153,40.6931177,Brooklyn Heights-Cobble Hill,BK09,047
1013740069,-73.9723586,40.7645469,Upper East Side-Carnegie Hill,MN40,061
1005210045,-73.9935276,40.724946,West Village,MN23,061
3053740057,-73.9743492,40.6387712,Kensington-Ocean Parkway,BK41,047
1004000047,-73.9831555,40.7237867,East Village,MN22,061
4005980018,-73.9198643,40.7692515,Old Astoria,QN71,081
3012300021,-73.9406101,40.674386,Crown Heights North,BK61,047
1014060069,-73.9635831,40.7706899,Upper East Side-Carnegie Hill,MN40,061
2030730041,-73.8877044,40.855011,Belmont,BX06,005
1014470013,-73.9569308,40.7685001,Lenox Hill-Roosevelt Island,MN31,061
1015890034,-73.9465959,40.771751,Yorkville,MN32,061
1003480030,-73.9857759,40.7182893,Lower East Side,MN28,061
3009230056,-73.9976145,40.6450102,Sunset Park East,BK34,047
1015440012,-73.9528868,40.7743942,Yorkville,MN32,061
1004820022,-73.9974602,40.7222508,SoHo-TriBeCa-Civic Center-Little Italy,MN24,061
1015310035,-73.9530288,40.777935,Yorkville,MN32,061
1010390057,-73.9888745,40.7623868,Clinton,MN15,061
2039200044,-73.8671215,40.8386856,West Farms-Bronx River,BX08,005
4012670016,-73.8861152,40.7529056,Jackson Heights,QN28,081
2031050023,-73.8832205,40.8558821,Belmont,BX06,005
1005630026,-73.992051,40.7333586,West Village,MN23,061
1015710008,-73.9460622,40.7798971,Yorkville,MN32,061
1005610045,-73.9934078,40.7320275,West Village,MN23,061
2046630021,-73.8634389,40.8809414,Williamsbridge-Olinville,BX44,005
1010660032,-73.9862202,40.7677854,Clinton,MN15,061
5006440035,-74.0841118,40.6158929,Stapleton-Rosebank,SI37,085
1014970021,-73.9587394,40.7802619,Upper East Side-Carnegie Hill,MN40,061
2033520063,-73.8731436,40.8778208,Norwood,BX43,005
3030320010,-73.9478619,40.7086909,East Williamsburg,BK90,047
1011840028,-73.9851126,40.7807377,Lincoln Square,MN14,061
3018550004,-73.9431319,40.6806646,Bedford,BK75,047
1010670033,-73.9856749,40.7685319,Clinton,MN15,061
4050200023,-73.8252318,40.7616702,Flushing,QN22,081
1014940032,-73.959351,40.7779483,Upper East Side-Carnegie Hill,MN40,061
2029660017,-73.8934694,40.8351393,Crotona Park East,BX75,005
1012250039,-73.9688621,40.7922953,Upper West Side,MN12,061
1004510004,-73.9866755,40.7293508,East Village,MN22,061
3021470043,-73.9638411,40.7078681,North Side-South Side,BK73,047
3031780023,-73.9211672,40.7085961,Bushwick North,BK77,047
1021290059,-73.9359672,40.8428861,Washington Heights South,MN36,061
1016770009,-73.9419373,40.7897789,East Harlem South,MN33,061
1003210001,-73.9783783,40.714322,Lower East Side,MN28,061
3056060017,-73.985642,40.6363029,Borough Park,BK88,047
1007590018,-73.994308,40.7536589,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,061
1021440027,-73.9362125,40.8472009,Washington Heights South,MN36,061
4039070970,-73.8526595,40.6994574,Woodhaven,QN53,081
1017350027,-73.9375442,40.8146548,Central Harlem North-Polo Grounds,MN03,061
2027070078,-73.8982906,40.8159471,Longwood,BX33,005
1018390023,-73.9621748,40.7966629,Upper West Side,MN12,061
1020830021,-73.9457544,40.8296589,Hamilton Heights,MN04,061
1009100021,-73.9787951,40.7421347,Murray Hill-Kips Bay,MN20,061
2055160161,-73.8084968,40.8244431,Schuylerville-Throgs Neck-Edgewater Park,BX52,005
1010270005,-73.9831847,40.7653944,Midtown-Midtown South,MN17,061
1019630055,-73.9574747,40.8099979,Morningside Heights,MN09,061
4014390001,-73.8763687,40.7555607,Jackson Heights,QN28,081
3057720021,-74.0091288,40.6272401,Dyker Heights,BK30,047
3066040049,-73.9766189,40.6086998,Bensonhurst East,BK29,047
4053020117,-73.7946309,40.7618969,Murray Hill,QN51,081
1012500089,-73.9768112,40.7912157,Upper West Side,MN12,061
1015110053,-73.9568998,40.7772475,Upper East Side-Carnegie Hill,MN40,061
3072240050,-73.9618212,40.5882114,Brighton Beach,BK19,047
4088350022,-73.8662677,40.6917337,Woodhaven,QN53,081
3012640046,-73.9427626,40.6698939,Crown Heights North,BK61,047
1011290045,-73.9749232,40.7797451,Upper West Side,MN12,061
1003730008,-73.9797864,40.7218785,Lower East Side,MN28,061
1011320020,-73.985353,40.7709939,Lincoln Square,MN14,061
3019240008,-73.9602333,40.6912638,Clinton Hill,BK69,047
2031270001,-73.8827881,40.842762,East Tremont,BX17,005
4033310007,-73.8309936,40.7074094,Kew Gardens,QN60,081
2037440049,-73.874711,40.8270784,Soundview-Bruckner,BX55,005
3013740001,-73.9278585,40.6715379,Crown Heights North,BK61,047
1011200051,-73.9796911,40.7741962,Lincoln Square,MN14,061
1021300044,-73.9346076,40.8435852,Washington Heights South,MN36,061
2027830072,-73.9111152,40.8353985,East Concourse-Concourse Village,BX14,005
3002340008,-73.9969347,40.6965845,Brooklyn Heights-Cobble Hill,BK09,047
1014680005,-73.9546962,40.7683922,Lenox Hill-Roosevelt Island,MN31,061
1012520065,-73.9753042,40.794188,Upper West Side,MN12,061
1010550015,-73.9926216,40.7611877,Clinton,MN15,061
1017540032,-73.9375794,40.8080154,Central Harlem North-Polo Grounds,MN03,061
2023090001,-73.9289353,40.8078676,Mott Haven-Port Morris,BX39,005
1007750022,-73.9956548,40.7460258,Hudson Yards-Chelsea-Flatiron-Union Square,MN13,061
2037420001,-73.8761356,40.8265969,Soundview-Bruckner,BX55,005
3057640027,-74.0108547,40.6291833,Dyker Heights,BK30,047
2028520030,-73.9097952,40.8493983,Mount Hope,BX41,005
1014730020,-73.9513692,40.7711383,Lenox Hill-Roosevelt Island,MN31,061
1011220023,-73.9780481,40.7748162,Lincoln Square,MN14,061
1005740039,-73.9955438,40.7339956,West Village,MN23,061
5006400001,-74.0830718,40.6166485,Stapleton-Rosebank,SI37,085
3063430042,-74.0025895,40.6079336,Bath Beach,BK27,047
2026980063,-73.8980929,40.8223998,Longwood,BX33,005
3007380006,-74.0090129,40.649418,Sunset Park West,BK32,047
1003720060,-73.9799418,40.7208712,Lower East Side,MN28,061
1015090069,-73.9592796,40.776672,Upper East Side-Carnegie Hill,MN40,061
1012390105,-73.9748933,40.7919591,Upper West Side,MN12,061
3024410015,-73.9666592,40.7128178,North Side-South Side,BK73,047
2032820042,-73.8893656,40.8646849,Bedford Park-Fordham North,BX05,005
1002740045,-73.9940158,40.7117273,Chinatown,MN27,061
1005680011,-73.9943639,40.733507,West Village,MN23,061
1003430060,-73.9829874,40.7180364,Lower East Side,MN28,061
4062260006,-73.7758018,40.7619826,Bayside-Bayside Hills,QN46,081
1022280025,-73.9179531,40.8671406,Marble Hill-Inwood,MN01,061
3012400002,-73.952699,40.6728655,Crown Heights North,BK61,047
1013410001,-73.9689234,40.7537262,Turtle Bay-East Midtown,MN19,061
1002760035,-73.9951557,40.7120238,Chinatown,MN27,061
3054650021,-73.9880174,40.630443,Borough Park,BK88,047
2027030014,-73.8965852,40.8207214,Longwood,BX33,005
1008850001,-73.9832406,40.7439744,Murray Hill-Kips Bay,MN20,061
2043100046,-73.8553594,40.8563199,Pelham Parkway,BX49,005
1003740037,-73.9778312,40.7216559,Lower East Side,MN28,061
3016990019,-73.9374221,40.6794649,Crown Heights North,BK61,047
1019370116,-73.9468513,40.8135561,Central Harlem North-Polo Grounds,MN03,061
1019620013,-73.9587657,40.8078053,Morningside Heights,MN09,061
1020760039,-73.9484318,40.8252713,Hamilton Heights,MN04,061
4012780058,-73.8879134,40.7503053,Jackson Heights,QN28,081
1013110065,-73.9702267,40.761077,Turtle Bay-East Midtown,MN19,061
1014090033,-73.9598352,40.7713502,Upper East Side-Carnegie Hill,MN40,061
2028490033,-73.9122024,40.846746,Mount Hope,BX41,005
1014130001,-73.9603855,40.7749158,Upper East Side-Carnegie Hill,MN40,061
3056510066,-74.0039095,40.6396853,Sunset Park East,BK34,047
3015860044,-73.935383,40.6964402,Stuyvesant Heights,BK35,047
1008800019,-73.9843349,40.7405353,Gramercy,MN21,061
4071170051,-73.7771882,40.7381662,Fresh Meadows-Utopia,QN41,081
1010430017,-73.9863328,40.7642667,Clinton,MN15,061
2031470070,-73.8959819,40.8600114,Bedford Park-Fordham North,BX05,005
1004370037,-73.9833637,40.7277886,East Village,MN22,061
3088190011,-73.9328821,40.6015406,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17,047
1010460021,-73.984726,40.7660478,Clinton,MN15,061
1013980008,-73.9670264,40.7652564,Upper East Side-Carnegie Hill,MN40,061
3068180065,-73.960199,40.6036531,Homecrest,BK25,047
1017950150,-73.9360712,40.7986221,East Harlem North,MN34,061
3067570031,-73.9547284,40.6147373,Midwood,BK43,047
1003760018,-73.9779712,40.7234674,Lower East Side,MN28,061
1014050051,-73.9625368,40.7694325,Upper East Side-Carnegie Hill,MN40,061
3088210001,-73.9333381,40.5992599,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17,047
1003500065,-73.9834845,40.7208498,Lower East Side,MN28,061
1021290016,-73.9364437,40.8434847,Washington Heights South,MN36,061
1008940001,-73.9790129,40.7495757,Murray Hill-Kips Bay,MN20,061
5078680002,-74.2418681,40.5104275,Charleston-Richmond Valley-Tottenville,SI11,085
2025040105,-73.9254573,40.8330976,Highbridge,BX26,005
1019440004,-73.9572024,40.8064434,Central Harlem South,MN11,061
1003940052,-73.9777969,40.7270136,Lower East Side,MN28,061
3009170048,-74.0034776,40.6494567,Sunset Park East,BK34,047
4023820020,-73.8997631,40.7330353,Maspeth,QN30,081
1018840046,-73.9638749,40.8052215,Morningside Heights,MN09,061
1009400053,-73.974745,40.7449225,Murray Hill-Kips Bay,MN20,061
1018670059,-73.9599734,40.805728,Morningside Heights,MN09,061
3011530010,-73.9654545,40.6776844,Prospect Heights,BK64,047
2039080002,-73.8759029,40.8390082,Crotona Park East,BX75,005
1014520006,-73.9551667,40.7719084,Lenox Hill-Roosevelt Island,MN31,061
3050480078,-73.9582648,40.656012,Prospect Lefferts Gardens-Wingate,BK60,047
2026740036,-73.9041785,40.8140885,Melrose South-Mott Haven North,BX34,005
3053700006,-73.9783086,40.6401527,Kensington-Ocean Parkway,BK41,047
1011990017,-73.9711186,40.7853956,Upper West Side,MN12,061
1004110010,-73.9884449,40.721103,Chinatown,MN27,061
1008810047,-73.9821877,40.7407958,Gramercy,MN21,061
1020830019,-73.9458809,40.8297111,Hamilton Heights,MN04,061
1015250036,-73.9558872,40.7743268,Yorkville,MN32,061
3024410038,-73.9666882,40.7124802,North Side-South Side,BK73,047
2030830045,-73.8870439,40.8501714,East Tremont,BX17,005
4006480040,-73.920136,40.7624749,Astoria,QN70,081
1015580031,-73.9453987,40.7832207,Yorkville,MN32,061
3002380026,-73.9922213,40.6963126,Brooklyn Heights-Cobble Hill,BK09,047
1011370001,,,,,
1006150076,-74.0022228,40.7380085,West Village,MN23,061
1003530069,-73.9865153,40.718734,Lower East Side,MN28,061
3020150019,-73.9607941,40.6819455,Clinton Hill,BK69,047
1021800192,-73.9350381,40.8542734,Washington Heights North,MN35,061
4162350039,-73.8438082,40.5752467,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,QN10,081
2028250017,-73.9096232,40.8456818,Mount Hope,BX41,005
1014450040,-73.9580541,40.7675288,Lenox Hill-Roosevelt Island,MN31,061
1012120052,-73.9758964,40.7844223,Upper West Side,MN12,061
4040850059,-73.8455016,40.7846946,College Point,QN23,081
1002710041,-73.9891497,40.7129566,Lower East Side,MN28,061
3001080003,-73.9847127,40.6978544,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38,047
4061760038,-73.7715901,40.7669505,Bayside-Bayside Hills,QN46,081
3011360059,-73.9718707,40.6804309,Prospect Heights,BK64,047
1018230063,-73.9532758,40.8014958,Central Harlem South,MN11,061
4005460013,-73.9247342,40.7695128,Old Astoria,QN71,081
1004430056,-73.9899055,40.7242733,East Village,MN22,061
1010410060,-73.9881198,40.7637097,Clinton,MN15,061
3015790037,-73.939665,40.6989348,Bushwick South,BK78,047
4129440036,-73.7350411,40.6772418,Laurelton,QN66,081
1015080072,-73.9597169,40.7759448,Upper East Side-Carnegie Hill,MN40,061
1015450024,-73.9514931,40.7745418,Yorkville,MN32,061
1019900022,-73.9643673,40.8096708,Morningside Heights,MN09,061
1015110059,-73.9574593,40.7774838,Upper East Side-Carnegie Hill,MN40,061
1015780044,-73.9483316,40.772803,Yorkville,MN32,061
3046690068,-73.9187414,40.6569598,Rugby-Remsen Village,BK96,047
